,sentence
9804,Reinhilde Schmit is projectleider voor investeringsprojecten in het openbaar domein in het district Antwerpen en heeft een academische achtergrond in stadsontwikkeling en -geografie.
9805,Met Nora vormt ze het kernteam en het aanspreekpunt voor de wijkbewoner.
9806,Reinhilde vond het project in Sint-Andries extra boeiend omdat ze de publieke ruimte niet enkel ontwerpmatig kon bekijken – zoals ze dat gewend is in dagelijks werk – maar vanuit een veel breder perspectief. “Dit paste heel erg goed in de manier van denken die ik meekreeg in mijn opleiding tot stadsgeograaf.
9807,"Het project was voor haar niet enkel inhoudelijk een heel leerzame ervaring, maar bood ook veel nieuwe inzichten in de praktijkgerichte samenwerking met bewoners."
9808,Zij voorzag opleidingen en feedbackmomenten om het proces uit te tekenen en fungeerde algemeen als coach.
9809,"Dat gemengde teams (burgers – district – experts) aan één zeel trokken, vindt ze een prima startpunt om samen te denken, te plannen en de dingen integraal aan te pakken. “Een wijk met een traditie van bottom-up initiatieven is een geweldige stimulans voor succesvolle co-creatie."
9810,Arduïn raakte bij het project betrokken via de oproep van Stadslab 2050 en enkele oudere bewoners om mee na te denken over mogelijkheden voor klimaatadaptatie in de wijk.
9811,"Het is gemakkelijk om veel en grote dromen te hebben, maar ze in de praktijk omzetten is andere koek."
9812,Er zijn praktische obstakels en samenwerken met een divers team is niet vanzelfsprekend.
9813,Met zijn passie voor (en indrukwekkend parcours in) transitieprocessen en bewonersparticipatie was Koen de geknipte man om deze groep te begeleiden.
9814,Hij kijkt vrolijk mee hoe intensieve samenwerkingsprocessen op wijkniveau ook het engagement van ambtenaren aanwakkeren – onafhankelijk van hun functie of positie.
9815,"We gingen intensief op jacht gingen naar denkers en doeners, met respect voor ieders rol."
9816,"Bewoners kunnen tijdelijk een plein vergroenen om impulsen te geven, het district beslist uiteindelijk over de ontwikkeling van een permanente Tuinstraat KOEN WYNANTS De verkenner “Om de lokale context perfect te begrijpen, moet je doorzetten en vooral je drempelvrees aan de kant zetten."
9817,Wat was haar rol? “Ik was eerst terughoudend om in het project te stappen omdat er procesmatig op wijkniveau gewerkt zou worden.
9818,Stadslab2050 haalde me over de streep om een voor mij totaal nieuwe manier van publiekswerking in te zetten.
9819,"Helemaal anders dan mijn werk in het EcoHuis, waar we advies en kant-en-klare oplossingen aanbieden aan individuele klanten of straatgroepen."
9820,Maar dit project paste wél volledig in mijn interessegebied rond klimaatadaptatie.
9821,Reinhilde en ik verdeelden de taken op basis van onze functie en expertise.
9822,We spraken onze netwerken aan om in fases gebruik te maken van hun kennis en praktische ondersteuning.
9823,"We zijn allebei een direct, laagdrempelig aanspreekpunt voor de wijk geworden."
9824,Wij bewaakten mee de procesopbouw en de opmaak van de communicatieplannen.
9825,Nico is één van de trekkers van de Transitiewerkgroep in Sint Andries die sinds 2011 acties onderneemt in de wijk om toe te werken naar een ‘kleinere ecologische voetafdruk’ op wijkniveau.
9826,"Ik kies altijd al voor bottom-up, niet voor top-down”. “De wisselwerking tussen klimaat-’leken’ en experten was een prachtig cadeau."
9827,"Bewoners kunnen tijdelijk een plein vergroenen om impulsen te geven, het district beslist uiteindelijk over de ontwikkeling van een permanente Tuinstraat KOEN “Om de lokale context perfect te begrijpen, moet je doorzetten en vooral je drempelvrees aan de kant zetten."
9828,"Zij coördineert het event. ""Het parcours uitstippelen was een van mijn grootste uitdagingen"" Wat voor evenement hoop je dat het wordt? “Een volks gebeuren."
9829,"Maar waar je ook voelt, ziet en hoort wat er zich 80 jaar geleden in onze stad afspeelde.” Jullie proberen dat gevoel onder meer op te wekken met een grootse Bevrijdingsparade. “Ja, met voertuigen van toen en nu."
9830,"In het dorp zal je tanks bewonderen en samen kunnen eten, drinken en verbroederen."
9831,Hopelijk in een even blije sfeer als toen. ‘s Avonds is er het Bal van de Bevrijding op de Grote Markt.” Hoe stippel je een parcours voor tanks uit? “Door veel veldwerk.
9832,Een tank rijdt best niet in een straat met een zachte of zwakke ondergrond.
9833,Het parcours was dus zeker één van mijn grootste uitdagingen.” Gelukkig heb je al veel ervaring.
9834,Is stad Antwerpen intussen dé specialist in de organisatie van massa-evenementen?
9835,"Denk aan Het Bollekesfeest, de komst van de Reuzen, TheTall Ships Races of de jaarlijkse 10 Miles. “We organiseren evenementen vaak samen met externe partners."
9836,Ik denk wel dat we als stad een goede en uitgebouwde werking hebben om alles op een veilige en vlotte manier te laten plaatsvinden.
9837,"Met onder andere een algemeen veiligheidsoverleg met noodplanning, de brandweer en politie."
9838,"Het is wel zo dat we vaak de eerste zijn om iets nieuws te proberen, zoals destrijds de herbruikbare bekers."
9839,Andere steden en festivals komen dan af en toe eens kijken hoe wij het aanpakken.” Je doet deze job al 8 jaar.
9840,"Verlang je soms niet naar een andere job? “Nee, want elk evenement is anders."
9841,"Dat is handig, want een evenement zoals de Bevrijdingsdagen is best groot en vraagt veel opgebouwde kennis om te organiseren."
9842,AG Vespa Vacatures bij het autonoom gemeentebedrijf voor vastgoedbeheer en stadsprojecten.
9843,De Grote Verbinding Vacatures voor de werf van de Oosterweelverbinding.
9844,Woonhaven Antwerpen Vacatures bij sociale huisvestingsmaatschappij Woonhaven.
9845,"Zorgbedrijf Antwerpen Vacatures bij de dienstencentra, serviceflats en woonzorgcentra van Zorgbedrijf Antwerpen."
9846,Werkhaven Antwerpen Werkhaven Antwerpen is het sociale economiebedrijf van stad Antwerpen.
9847,Parkeervergunning voor ondernemingen aanvragen Aanmelden kan via Itsme of eID.
9848,Bij de aanvraag moet je het KBO-nummer van je onderneming en de nummerplaat van je voertuig ingeven.
9849,Andere ondernemingen kunnen geen parkeervergunning voor ondernemingen aankopen.
9850,Voor de aanvraag heb je het KBO-nummer van je onderneming en de nummerplaat van je voertuig nodig.
9851,Parkeerwachters kunnen aan de hand van je nummerplaat zien of je een parkeervergunning hebt.
9852,De vergunning geeft je toelating om te parkeren op reguliere parkeerplaatsen op het openbaar domein.
9853,De parkeervergunning voor ondernemingen geeft je geen garantie op een vrije parkeerplaats .
9854,Je kan met de parkeervergunning voor ondernemingen niet parkeren in de blauwe zone .
9855,"In Antwerpen geldt een maximale toegelaten massa van 3,5 ton voor alle voertuigen."
9856,De parkeervergunning geeft je geen toelating om met een zwaarder voertuig te parkeren.
9857,"Lichte vrachtvoertuigen (met een maximale toegelaten massa van 3,5 ton) mogen niet parkeren in winkelstraten ."
9858,De vergunning geeft je niet automatisch toelating tot de lage-emissiezone ( LEZ ) of een autoluwe zone .
9859,De vergunning geldt enkel voor het voertuig met de opgegeven nummerplaat.
9860,"Heb je een vergunning voor 3 maanden aangekocht, dan is het mogelijk om de nummerplaat gekoppeld aan deze vergunning zelf te wijzigen via Mijn Parkeren ."
9861,"Ze beantwoorden vragen over opleidingen en de arbeidsmarkt, maar helpen ook bij andere vragen rond welzijn en mentale gezondheid."
9862,"Werking Ze vertrekken vanuit een laagdrempelige jeugdwerkmethodiek, waardoor ze de taal van de jongeren spreken en tijd voor hen uittrekken."
9863,Onthaal en eedaflegging Voor nieuwe medewerkers organiseren we een onthaalmoment.
9864,"Rechten en plichten als werknemer stad Antwerpen De regels, waarden en gedragscode voor elke werknemer van stad Antwerpen."
9865,Loon en voordelen Bereken je loon en bekijk de extra voordelen verbonden aan een job bij de stad.
9866,"Met zoveel stembureaus moeten we de planning goed spreiden."" ""Bij de verkiezingen in juni is er fantastisch samengewerkt"" Ook in juni waren er verkiezingen."
9867,"Op een bepaald moment kwam er elke halve minuut een aanvraag binnen, soms op de gekste uren."
9868,"Ik leer veel stadsmedewerkers kennen, van verschillende bedrijfseenheden."
9869,"Dat zorgt voor een gezonde druk."" Waar kunnen burgers terecht met vragen over de verkiezingen?"
9870,Overzicht ComPas-trajecten Bekijk filmpjes over ComPas Meer info Waarom een ComPastraject?
9871,Vaak zijn jongeren zich niet bewust van de waardevolle competenties die ze tijdens hun vrijwillige engagement verwierven.
9872,ComPas (Competentiepaspoort) kan hen en de begeleiders helpen om deze bij zichzelf te herkennen en om de competenties te leren benoemen.
9873,"Het is een certificaat dat organisaties en scholen toekennen aan jongeren die in hun vrije tijd andere kinderen, tieners en jongeren ondersteunen, coachen of begeleiden."
9874,Jongeren krijgen via ComPas erkenning door de stad Antwerpen en VDAB voor de competenties die ze in het gevolgde traject verwierven.
9875,Competentie-overzicht (PDF) Moeilijk leesbaar voor mensen met een visuele beperking.
9876,"Als je iemand met een ComPas-certificaat aanneemt, kan je er zeker van zijn dat hij of zij de erin opgenomen competenties verworven heeft."
9877,"ComPas kan je helpen om de juiste kandidaat te selecteren, je krijgt extra informatie over de competenties van de sollicitant."
9878,ComPas zorgt voor relevante aanknopingspunten tijdens een sollicitatiegesprek.
9879,Meld jouw organisatie aan Overzicht ComPas-trajecten BLOC MOB Bijlesclubs door PEP!
9880,Kijk op voorhand na welke beroepscategorieën een vergunning kunnen aanvragen en welke documenten je nodig hebt.
9881,"Je kan een parkeervergunning voor zorgverstrekkers aankopen voor één maand, drie maanden of één jaar ."
9882,"De parkeervergunning is geldig in alle parkeer- en tariefzones , inclusief de parkeerzone voor bewoners en vergunninghouders die vanaf 1 augustus 2023 wordt ingevoerd."
9883,De parkeervergunning geldt enkel voor het voertuig met de opgegeven nummerplaat .
9884,Ben je een erkende zorgverstrekker en beschik je over een RIZIV-nummer?
9885,Je herkent de Zorgparking aan de speciale sticker op de garagepoort of oprit.
9886,Het enige wat je moet doen is de parkeerkaart met je gsm-nummer achter je voorruit plaatsen.
9887,Je moet je hiervoor apart registreren én de parkeerkaart voor Zorgparking achter je vooruit leggen.
9888,Meer 8u00 Medicatie checken Mijn werkdag start met het nakijken van de medicatie voor de 38 bewoners op mijn afdeling.
9889,De controle is noodzakelijk omdat foutloos werken een absolute vereiste is. 10u00 Overleg in detail Na de eerste ochtendzorg bij onze bewoners overleg ik met mijn teamleden de gezondheidstoestand van alle bewoners en vragen van de familie.
9890,We hebben het over doktersbezoeken en observaties in het woonzorgdossier.
9891,"Wanneer ik iemands bloeddruk controleer, is dat een goed moment voor een kort gesprek."
9892,Zo kunnen bewoners iets aankaarten als ze dat wensen en hou ik een goed zicht op hun welzijn.
9893,Zo heb ik meteen alle info en zitten we op dezelfde golflengte rond de zorg die de bewoner nodig heeft.
9894,Daarna brief ik andere medewerkers over wat ze moeten weten. 15u00 Een snelle oplossing zoeken Een onverwacht probleem met de planning van de uren.
9895,"Wijk-werken Werkzoekenden die een tijd werkloos zijn of een leefloon krijgen, komen in aanmerking voor wijk-werken."" Werkhaven Antwerpen Werkhaven Antwerpen is het sociale economiebedrijf van stad Antwerpen."
9896,"Financiële hulp aanvragen Wie geen of onvoldoende inkomsten heeft, kan een leefloon aanvragen."
9897,Samen met de collega’s overlopen we de zorgen die onze bewoners nodig hebben.
9898,Sommige bewoners help ik bij het eten als het wat moeizamer verloopt. 14u30 Samen comfort bieden Als zorgkundige werk ik nauw samen met collega’s uit andere disciplines.
9899,Nummerplaat voor personen met een handicap registreren Registreer de nummerplaat van personen met een handicap om gratis op niet-voorbehouden plaatsen te kunnen blijven parkeren.
9900,Vaste parkeerplaats voor personen met een handicap aanvragen Ben je minder mobiel door een handicap of beperking?
9901,"Het is bovendien handig, milieuvriendelijk en vermindert de parkeerdruk in de stad."
9902,Bij particulier autodelen gebruiken verschillende personen een particuliere of bedrijfsauto van de aanvrager.
9903,"Voor de aanvraag van een parkeervergunning voor particuliere autodelers wordt gekeken naar het aantal leden, en of de groep al dan niet is aangesloten bij een erkende particuliere autodeelorganisatie . 1."
9904,Bewoners die een wagen delen met 2 of 3 of grotere groepen die niet zijn aangesloten bij een erkende autodeelorganisatie krijgen een parkeervergunning voor gemeenschappelijk autogebruik die geldig is in maximaal 2 bewonerszones waar de leden gedomicilieerd zijn en mogen geen autodeelplaatsen gebruiken. 2.
9905,Deze parkeervergunning voor autodelen wordt door de erkende open autodeelorganisatie aangevraagd bij de stad Antwerpen en niet door de leden afzonderlijk.
9906,Momenteel worden Cozywheels en Dégage als erkende particuliere autodeelorganisaties aanzien.
9907,Je moet als aanvrager zelf eigenaar zijn van het betrokken voertuig of het gebruiksrecht ervan hebben (in geval van een bedrijfs- of salariswagen).
9908,De deelauto is bij DIV geregistreerd op naam en adres van een van de leden.
9909,Alle leden van je autodeelgroep moeten permanent gebruiksrecht van de wagen hebben.
9910,"Per adres kunnen maximaal 2 parkeervergunningen ( voor bewoners , voor autodelers en subsidie voor parking bewoners ) worden uitgereikt."
9911,Op een tablet of smartphone wordt het formulier immers niet altijd correct weergegeven.
9912,"Wanneer één van de leden verhuist, moet opnieuw een parkeervergunning worden aangevraagd ."
9913,Uw gegevens zullen uitsluitend worden gebruikt voor nazicht en controle van de registratie die werd verricht voor 1 of 2 nummerplaten van (een) voertuig(en) gebruikt door een persoon met een handicap die in het bezit is van de speciale kaart voor personen met een handicap zoals bedoeld in artikel 27.4.3 van het koninklijk besluit van 1 december 1975 houdende algemeen reglement op de politie van het wegverkeer en van het gebruik van de openbare weg.
9914,Het organiseren van het gebruik van publieke parkeerplaatsen is een dienst waarvoor een retributie betaald moet worden.
9915,Doorgifte aan andere partijen We gebruiken de door u (of door derden) verstrekte persoonsgegevens enkel voor de doeleinden vermeld in deze privacyverklaring.
9916,Wij nemen passende technische en organisatorische beveiligingsmaatregelen om uw persoonsgegevens te beveiligen.
9917,"Enkel medewerkers van de stad Antwerpen en van het AG Mobiliteit en Parkeren Antwerpen, hebben toegang tot uw persoonsgegevens."
9918,Deze personen krijgen enkel de toegang die ze nodig hebben om hun functie en-/of opdracht uit te voeren.
9919,MPA zal uw persoonsgegevens nooit zomaar doorsturen of bekendmaken aan een derde partij.
9920,Uw gegevens zullen na afloop van de actieve verwerkingsperiode maximaal 1 jaar bijgehouden worden in functie van de bezwaarbehandeling van eventuele parkeerretributies (historiek).
9921,Na afloop van de bewaartermijn worden uw persoonsgegevens door MPA gewist.
9922,"Uw rechten Ingevolge de VERORDENING (EU) 2016/679 van 27 april 2016, de zogenaamde Algemene Verordening Gegevensbescherming heeft u een recht van inzage, verbetering en desgevallend het wissen van uw gegevens."
9923,Parkeervergunning voor zorgverstrekkers aanvragen Je kan met een parkeervergunning voor zorgverstrekkers in alle parkeer- en tariefzones parkeren.
